# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
jgraph	Closed	39	Graph management and visualisation	jgraph-5.11.0.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-01-31	org.jgraph	92	92	52	52	24905	13257	http://sourceforge.net/projects/jgraph/
jgraph	Closed	39	Graph management and visualisation	jgraph-5.12.0.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-02-19	org.jgraph	92	92	52	52	24885	13247	http://sourceforge.net/projects/jgraph/
jgraph	Closed	39	Graph management and visualisation	jgraph-5.12.0.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-02-23	org.jgraph.	92	92	52	52	24906	13261	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.12.0.4	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-03-17	org.jgraph.	93	93	53	53	24944	13286	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.12.1.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-05-09	org.jgraph.	93	93	53	53	25064	13359	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.12.2.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-11-13	org.jgraph.	93	93	53	53	25323	13498	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.13.0.0	<none>	tool	1.4.2_19	Copyright (c) 2001-2009, JGraph Ltd;src/LICENSE	e,r	2009-09-28	org.jgraph. com.jgraph	187	187	110	110	44170	22758	http://sourceforge.net/projects/jgraph
jgraphpad	Moribund	1	Framework for rapid development of JGraph tools	jgraphpad-5.10.0.2	<none>	tool	1.5.0_22	JGraphpad Community Edition License;src/jgraphpad-5.10.0.2-src/LICENSE	r	2006-11-09	org.jgraph.pad org.microplatform org.jgraph.plugins	431	431	293	298	42621	23750	http://www.jgraph.com
jgrapht	Active	2	Graph library for graph-theory objects and algorithms	jgrapht-0.7.3	<none>	tool	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jgrapht-0.7.3/license-LGPL.txt	f	2008-01-27	org.jgrapht	214	214	158	158	27625	10141	http://jgrapht.sourceforge.net/
jgrapht	Active	2	Graph library for graph-theory objects and algorithms	jgrapht-0.8.1	JGraphT	tool	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jgrapht-0.8.1/license-LGPL.txt	r	2009-07-04	org.jgrapht	255	255	175	175	31296	11931	http://jgrapht.sourceforge.net/
jgroups	Active	2	Toolkit for reliable multicast communication	jgroups-2.6.2	<none>	tool	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/JGroups-2.6.2.src/LICENSE	f	2008-02-26	org.jgroups.	1033	1033	533	543	122410	85243	http://www.jgroups.org/javagroupsnew/docs/index.html
jgroups	Active	2	Toolkit for reliable multicast communication	jgroups-2.10.0	JGroups	tool	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/JGroups-2.10.0.GA.src/LICENSE	r	2010-07-12	org.jgroups.	1211	1211	540	550	137525	96325	http://www.jgroups.org/index.html
jhotdraw	Active	6	Two-dimensional graphics framework	jhotdraw-5.2.0	<none>	3D/graphics/media	1.2.2_017	JHotDraw is copyright 1996, 1997 by IFA Informatik and Erich Gamma;src/README.html	f	2001-02-18	CH.ifa. org.jhotdraw.	191	191	160	171	17819	9604	http://sourceforge.net/projects/jhotdraw/
jhotdraw	Active	6	Two-dimensional graphics framework	jhotdraw-5.3.0	<none>	3D/graphics/media	1.3.1_20	<h1>The GNU Lesser General Public License (LGPL)</h1><h2>Version 2.1, February 1999</h2>;src/JHotDraw/lgpl-license.html	f	2002-01-20	CH.ifa. org.jhotdraw.	273	273	195	209	27647	15025	http://sourceforge.net/projects/jhotdraw/
jhotdraw	Active	6	Two-dimensional graphics framework	jhotdraw-5.4.1	<none>	3D/graphics/media	1.3.1_20	<none>	f	2003-01-30	CH.ifa.draw.	391	391	283	298	39741	21202	http://sourceforge.net/projects/jhotdraw/
jhotdraw	Active	6	Two-dimensional graphics framework	jhotdraw-5.4.2	<none>	3D/graphics/media	1.3.1_20	<none>	f	2004-01-30	CH.ifa.draw.	398	398	286	300	40528	21691	http://sourceforge.net/projects/jhotdraw/
jhotdraw	Active	6	Two-dimensional graphics framework	jhotdraw-6.0.1	<none>	3D/graphics/media	1.3.1_20	<none>	f	2004-02-01	org.jhotdraw.	398	398	286	300	40530	21692	http://sourceforge.net/projects/jhotdraw/
jhotdraw	Active	6	Two-dimensional graphics framework	jhotdraw-7.5.1	<none>	3D/graphics/media	1.6.0	<h2>GNU LESSER GENERAL PUBLIC LICENSE</h2> <p> Version 3, 29 June 2007</p>;src/JHotDraw 7.5.1/Documentation/license_terms_lgpl.html	r	2010-08-01	org.jhotdraw.	1070	1070	589	590	125235	75958	http://sourceforge.net/projects/jhotdraw/
jmeter	Active	24	Application for measuring performance	jmeter-1.8.1	<none>	testing	1.3.1_20	The Apache Software License, Version 1.1;src/jakarta-jmeter-1.8.1/LICENSE	e	2003-02-03	org.apache.jmeter. org.apache.jorphan.	398	394	306	312	62273	34170	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-1.9.1	<none>	testing	1.3.1_20	The Apache Software License, Version 1.1;src/jakarta-jmeter-1.9.1/LICENSE	e	2003-08-17	org.apache.jmeter. org.apache.jorphan.	481	477	376	383	76312	42161	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.0.0	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.0.0/LICENSE	e	2004-04-04	org.apache.jmeter. org.apache.jorphan.	629	625	487	495	94208	57100	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.0.1	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.0.1/LICENSE	e	2004-05-23	org.apache.jmeter. org.apache.jorphan.	630	626	488	496	94382	57253	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.0.2	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.0.2/LICENSE	e	2004-11-19	org.apache.jmeter. org.apache.jorphan.	641	637	495	503	96307	58719	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.0.3	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.0.3/LICENSE	e	2005-03-22	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	980	667	514	702	101610	62291	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.1-rc1	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.1rc1/LICENSE	e	2005-08-13	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1066	753	585	774	104523	59062	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.1	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.1/LICENSE	e	2005-08-19	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1067	754	587	776	104722	59213	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.1.1	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.1.1/LICENSE	e	2005-10-02	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1077	764	596	785	107008	60797	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.2	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.2/LICENSE	e	2006-06-13	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1530	793	669	1194	114118	64180	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3-rc3	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3RC3/LICENSE	e	2007-07-11	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1888	808	688	1487	119730	67962	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3-rc4	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3RC4/LICENSE	e	2007-09-02	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1888	808	688	1487	119821	68131	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3/LICENSE	e	2007-09-24	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1889	809	688	1487	120060	68297	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3.1	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3.1/LICENSE	e	2007-11-28	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1914	834	703	1502	122616	70295	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3.2	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3.2/LICENSE	e	2008-06-10	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1951	847	714	1534	126315	72830	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3.3	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3.3/LICENSE	e	2009-05-19	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	1979	875	736	1556	129148	74710	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.3.4	<none>	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.3.4/LICENSE	e	2009-06-17	org.apache.jmeter. org.apache.commons org.apache.jorphan	1979	875	736	1556	129244	74777	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.4	JMeter	testing	1.5.0_22	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.4/LICENSE	e	2010-07-08	org.apache.jmeter. org.apache.jorphan. org.apache.commons.	2077	968	790	1615	138137	81010	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.5	JMeter	testing	1.5.0_22	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.5/LICENSE	e	2011-08-18	org.apache.jmeter. org.apache.jorphan.	1000	996	802	809	141451	79203	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.5.1	JMeter	testing	1.5.0_22	Apache License Version 2.0, January 2004;src/jakarta-jmeter-2.5.1/LICENSE	e	2011-09-29	org.apache.jmeter. org.apache.jorphan.	1008	1003	805	813	142577	79917	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.6	JMeter	testing	1.5.0_22	Apache License Version 2.0, January 2004;src/apache-jmeter-2.6/LICENSE	e	2012-02-01	org.apache.jmeter. org.apache.jorphan.	1078	1073	850	858	150072	83983	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.7	JMeter	testing	1.5.0_22	Apache License Version 2.0, January 2004;src/apache-jmeter-2.7/LICENSE	e	2012-05-27	org.apache.jmeter. org.apache.jorphan.	1106	1101	860	868	152452	85429	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.8	JMeter	testing	1.5.0_22	Apache License Version 2.0, January 2004;src/apache-jmeter-2.8/LICENSE	e	2012-10-06	org.apache.jmeter. org.apache.jorphan.	1127	1122	872	880	155277	87358	http://jakarta.apache.org/jmeter/
jmeter	Active	24	Application for measuring performance	jmeter-2.9	JMeter	testing	1.6.0	Apache License Version 2.0, January 2004;src/apache-jmeter-2.9/LICENSE	e,r	2013-01-28	org.apache.jmeter. org.apache.jorphan.	1148	1143	888	894	159605	90612	http://jakarta.apache.org/jmeter/
jmoney	Moribund	1	Personal finance manager	jmoney-0.4.4	<none>	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/LICENSE.txt	r	2003-09-29	net.sf.jmoney.	193	193	54	54	11304	8197	http://jmoney.sourceforge.net/
joggplayer	Moribund	1	Graphical Ogg Vorbis Player	joggplayer-1.1.4s	<none>	3D/graphics/media	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 199;src/License.txt	r	2002-04-26	ca.bc. com.jcraft.	194	130	58	114	26430	14936	http://jOggPlayer.webarts.bc.ca
jparse	Moribund	1	Parser for Java source programs.	jparse-0.96	<none>	parsers/generators/make	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jparse-0.96/COPYING	r	2004-07-17	jparse.	69	69	69	69	19357	12559	http://www.ittc.ku.edu/JParse/
jpf	Active	2	Runtime engine that dynamically discovers and loads plug-ins	jpf-1.0.2	<none>	SDK	1.4.2_19	GNU Lesser General Public License Version 2.1, February 1999;src/license.txt	f	2007-05-19	org.java.plugin	152	152	94	113	21201	13091	http://jpf.sourceforge.net/
jpf	Active	2	Runtime engine that dynamically discovers and loads plug-ins	jpf-1.5.1	JPF	SDK	1.5.0_22	GNU Lesser General Public License Version 2.1, February 1999;src/license.txt	r	2007-05-19	org.java.plugin	189	189	100	119	21844	13246	http://jpf.sourceforge.net/
jrat	Moribund	1	Performance profiler	jrat-0.6	Java Runtime Analysis Toolkit	testing	1.4.2_19	<h1>GNU LESSER GENERAL PUBLIC LICENSE</h1><p>Version 2.1, February 1999</p>;bin/shiftone-jrat-0.6/docs/lesser.html	r	2003-09-14	org.shiftone.jrat	250	250	233	237	30933	14146	http://jrat.sourceforge.net/
jre	Active	2	Java Runtime Environment	jre-1.5.0_22	<none>	programming language	jre-1.5.0_22	<none>	f	2007-10-05	java javax sun sunw org.omg org.ietf org.w3c org.xml com.sun	13524	9640	6322	9235	1868593	831104	http://java.sun.com/javase/
jre	Active	2	Java Runtime Environment	jre-1.6.0	<none>	programming language	jre-1.6.0	<none>	r	2010-06-22	java javax sun sunw org.omg org.ietf org.w3c org.xml com.sun	17633	10714	6941	11900	2066536	922958	http://www.oracle.com/technetwork/java/javase
jrefactory	Moribund	1	Refactoring tool for Java	jrefactory-2.9.19	<none>	tool	1.4.2_19	The JRefactory License, Version 1.0;bin/license.txt	r	2004-05-09	net.sourceforge.jrefactory. org.acm.seguin	1553	1553	1141	1142	224607	113427	http://sourceforge.net/projects/jrefactory/
jruby	Active	2	Ruby interpreter written in Java	jruby-1.0.1	Java powered Ruby implementation	programming language	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jruby-1.0.1/COPYING.GPL	f	2007-08-24	org.jruby org.jvyamlb jregex	2093	1091	625	1649	132385	86453	http://jruby.codehaus.org/
jruby	Active	2	Ruby interpreter written in Java	jruby-1.5.2	Java powered Ruby implementation	programming language	1.5.0_22	GNU Lesser General Public License version 2.1;src/jruby-1.5.2/COPYING	r	2010-08-20	jruby. org.jruby	5068	4664	966	1131	231162	160360	http://www.jruby.org/
jsXe	Moribund	1	XML Editor.	jsXe-04_beta	<none>	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jsXe-0_4_99_0-src/doc/COPYING	r	2006-04-25	net.sourceforge.jsxe	107	107	60	60	17743	8829	http://jsxe.sourceforge.net
jspwiki	Active	2	Extensible WikiWiki engine built using J2EE components (Java, servlets, JSP)	jspwiki-2.2.33	JSP Wiki	middleware	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/JSPWiki/doc/LICENSE	f	2005-09-07	com.ecyrd.jspwiki	263	263	228	228	37156	21174	http://www.jspwiki.org/
jspwiki	Active	2	Extensible WikiWiki engine built using J2EE components (Java, servlets, JSP)	jspwiki-2.8.4	JSP Wiki	middleware	1.5.0_22	Apache License Version 2.0, January 2004;src/LICENSE	r	2010-05-08	com.ecyrd.jspwiki. com.ecyrd.management.	455	455	371	371	85454	43326	http://www.jspwiki.org/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-03-29	org.yccheok.jstock com.nexes.wizard	822	822	261	261	66543	43811	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6a	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-05-17	org.yccheok.jstock com.nexes.wizard	828	828	261	261	66995	44073	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6b	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-05-23	org.yccheok.jstock com.nexes.wizard	828	828	261	261	67072	44131	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6c	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-06-28	org.yccheok.jstock com.nexes.wizard	828	828	261	261	67085	44142	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6d	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-07-21	org.yccheok.jstock com.nexes.wizard	828	828	261	261	67103	44148	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6e	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-09-16	org.yccheok.jstock com.nexes.wizard	835	835	261	261	67598	44431	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6f	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-09-24	org.yccheok.jstock com.nexes.wizard	836	836	262	262	67813	44492	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6g	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-10-21	org.yccheok.jstock com.nexes.wizard	840	840	264	264	68291	44799	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6h	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2011-10-26	org.yccheok.jstock com.nexes.wizard	840	840	264	264	68296	44801	http://jstock.sourceforge.net/
jstock	Active	31	JStock is a free stock market software system, providing Stock watchlist, Intraday stock price snapshot, Stock indicator editor, Stock indicator scanner and Portfolio management.	jstock-1.0.6i	<none>	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jstock/docs/gpl-2.0.txt	e	2012-01-14	org.yccheok.jstock com.nexes.wizard	839	839	263	263	68446	44896	http://jstock.sourceforge.net/
